character,text
WARREN,And we didn't agree on much. I was far more liberal than he was. But he also was willing to listen to my work about what's happening to America's middle class. And Charles engaged with it over and over and ultimately is the person who me sure I got the job.
WARREN,"You know, I grew up out in Oklahoma. I have three elder brothers. They all served in the military. Two of the three are still Republicans. I love all three of my brothers. And there are a lot of things that we're divided on, but there are core things that we believe in together."
WARREN,We want to see all of our children get a good start in life. We don't want to see any of our friends or neighbors not get covered by health care. We're willing to get out there for the things we believe in.
WARREN,"Look, people across this country, whether they're Democrats, independents, or Republicans, they know what's broken. They know that we have an America that's working better and better and better for a thinner and thinner and thinner slice at the top and leaving everyone else behind."
WARREN,"People across this country, regardless of party, are rey to say no more, we want an America that works for everyone. 2020 is our moment in history. It is a deep honor to be here, to be in this fight."
COOPER, Thank you.
WARREN, I know what's broken. I know how to fix it. And we are building a grassroots movement to get it done that includes everyone.
WARREN,(APPLAUSE)
COOPER," Thank you, Senator Warren. Vice President Biden?"
BIDEN," This is reassuring in the fact that we're all acknowledging that we have to reach across the aisle, get things done. No other way to get anything done in this country."
BIDEN,"The two people maybe would surprise you the most were -- he's been mentioned twice, but John McCain. John McCain worked for me when he worked in the Navy, and he was -- he was my assigned to me to travel around the world. We became close friends. He became very close friends with my wife, Jill. Visited our home. He was there with his children."
BIDEN,"And on his death bed, he asked me to do his eulogy. John, I would say to John, ""John, you didn't see a war you never wanted to fight."" And he'd say, ""You didn't see a problem you never wanted to solve."" But he was a great man of principle. He was honorable. He was honorable."
BIDEN,"And one of the things -- that's the reason why I'm running. We have to restore the soul of this country. That's why I'm doing this. In fact, this president has ripped the soul out of this country, divided us in ways that are absolutely outrageous. A liar, he cheats, he does not do anything to promote people generally."
